tiempo_ms,tiempo_s,temperatura_c,temperatura_k,presion_hpa,densidad_kg_m3,altitud_estimada_m
16108,16.108,20.62,293.77,1019.79,1.2093325838749833,-54.2795490036602
16250,16.25,20.62,293.77,1019.78,1.2093207252316953,-54.19676821162536
16392,16.392,20.62,293.77,1019.78,1.2093207252316953,-54.19676821162536
16534,16.534,20.62,293.77,1019.75,1.209285149301831,-53.94842189130659
16676,16.676,20.62,293.77,1019.75,1.209285149301831,-53.94842189130659
16819,16.819,20.62,293.77,1019.74,1.209273290658543,-53.865638469762764
16961,16.961,20.61,293.76,1019.75,1.2093263150544624,-53.94842189130659
17103,17.103,20.61,293.76,1019.78,1.2093618921953808,-54.19676821162536
17245,17.245,20.61,293.76,1019.77,1.209350033148408,-54.113986762228045
17387,17.387,20.61,293.76,1019.81,1.2093974693362994,-54.4451086156818
17529,17.529,20.61,293.76,1019.77,1.209350033148408,-54.113986762228045
17672,17.672,20.61,293.76,1019.75,1.2093263150544624,-53.94842189130659
17814,17.814,20.6,293.75,1019.77,1.2093912025112388,-54.113986762228045
