tiempo_ms,tiempo_s,temperatura_c,temperatura_k,presion_hpa,densidad_kg_m3,altitud_estimada_m
204173,204.173,20.81,293.96,1019.79,1.2085509360625728,-54.2795490036602
204316,204.316,20.81,293.96,1019.81,1.208574638019565,-54.4451086156818
204459,204.459,20.8,293.95,1019.82,1.2086276043744515,-54.52788743570794
204602,204.602,20.79,293.94,1019.79,1.2086331671938282,-54.2795490036602
204752,204.752,20.8,293.95,1019.79,1.2085920502294738,-54.2795490036602
204896,204.896,20.78,293.92999999999995,1019.8,1.2086861391439887,-54.362329138342396
205039,205.039,20.77,293.91999999999996,1019.81,1.2087391146986641,-54.4451086156818
205182,205.182,20.76,293.90999999999997,1019.81,1.2087802408636361,-54.4451086156818
205325,205.325,20.75,293.9,1019.8,1.2088095164293726,-54.362329138342396
205502,205.502,20.75,293.9,1019.8,1.2088095164293726,-54.362329138342396
205645,205.645,20.75,293.9,1019.81,1.2088213698272587,-54.4451086156818
205789,205.789,20.74,293.89,1019.79,1.2088387939873892,-54.2795490036602
205932,205.932,20.73,293.88,1019.8,1.208891781947028,-54.362329138342396
206075,206.075,20.72,293.87,1019.79,1.208921064296981,-54.2795490036602
206219,206.219,20.72,293.87,1019.78,1.2089092096890293,-54.19676821162536
206361,206.361,20.71,293.85999999999996,1019.79,1.2089622036512417,-54.2795490036602
206504,206.504,20.72,293.87,1019.83,1.2089684827287874,-54.61066559840112
206648,206.648,20.71,293.85999999999996,1019.79,1.2089622036512417,-54.2795490036602
206791,206.791,20.7,293.84999999999997,1019.79,1.2090033458055263,-54.2795490036602
206942,206.942,20.7,293.84999999999997,1019.8,1.2090152012203255,-54.362329138342396
207085,207.085,20.7,293.84999999999997,1019.79,1.2090033458055263,-54.2795490036602
207227,207.227,20.69,293.84,1019.79,1.2090444907601205,-54.2795490036602
207371,207.371,20.69,293.84,1019.79,1.2090444907601205,-54.2795490036602
207548,207.548,20.67,293.82,1019.78,1.2091149324461068,-54.19676821162536
207691,207.691,20.67,293.82,1019.79,1.2091267890713833,-54.2795490036602
207835,207.835,20.66,293.81,1019.79,1.2091679424286235,-54.2795490036602
207978,207.978,20.66,293.81,1019.8,1.2091797994574474,-54.362329138342396
208121,208.121,20.65,293.79999999999995,1019.78,1.2091972411549188,-54.19676821162536
208264,208.264,20.65,293.79999999999995,1019.78,1.2091972411549188,-54.19676821162536
208407,208.407,20.64,293.78999999999996,1019.83,1.2092976888917555,-54.61066559840112
208550,208.55,20.64,293.78999999999996,1019.84,1.2093095467277566,-54.693443103800725
208694,208.694,20.63,293.78,1019.8,1.209303277549842,-54.362329138342396
208837,208.837,20.63,293.78,1019.79,1.2092914193102111,-54.2795490036602
208980,208.98,20.62,293.77,1019.8,1.2093444425182716,-54.362329138342396
209130,209.13,20.62,293.77,1019.8,1.2093444425182716,-54.362329138342396
209273,209.273,20.61,293.76,1019.8,1.2093856102893266,-54.362329138342396
209417,209.417,20.61,293.76,1019.79,1.2093737512423537,-54.2795490036602
209560,209.56,20.6,293.75,1019.81,1.209438640313979,-54.4451086156818
209703,209.703,20.6,293.75,1019.82,1.209450499764664,-54.52788743570794
209847,209.847,20.59,293.73999999999995,1019.79,1.2094560943860349,-54.2795490036602
209990,209.99,20.59,293.73999999999995,1019.83,1.2095035338037339,-54.61066559840112
210132,210.132,20.59,293.73999999999995,1019.81,1.2094798140948844,-54.4451086156818
210276,210.276,20.58,293.72999999999996,1019.83,1.2095447111956859,-54.61066559840112
210419,210.419,20.58,293.72999999999996,1019.8,1.2095091304211099,-54.362329138342396
210562,210.562,20.58,293.72999999999996,1019.81,1.2095209906793019,-54.4451086156818
210706,210.706,20.58,293.72999999999996,1019.83,1.2095447111956859,-54.61066559840112
210849,210.849,20.57,293.71999999999997,1019.83,1.2095858913914912,-54.61066559840112
210993,210.993,20.56,293.71,1019.8,1.2095914911940098,-54.362329138342396
211135,211.135,20.56,293.71,1019.82,1.2096152133256275,-54.52788743570794
211278,211.278,20.56,293.71,1019.79,1.2095796301282007,-54.2795490036602
211429,211.429,20.55,293.7,1019.8,1.209632675786832,-54.362329138342396
211572,211.572,20.55,293.7,1019.81,1.2096445372564906,-54.4451086156818
211716,211.716,20.55,293.7,1019.82,1.2096563987261493,-54.52788743570794
211858,211.858,20.54,293.69,1019.79,1.2096620013107489,-54.2795490036602
212001,212.001,20.54,293.69,1019.82,1.2096975869313564,-54.52788743570794
212145,212.145,20.53,293.67999999999995,1019.82,1.2097387779415354,-54.52788743570794
212288,212.288,20.52,293.66999999999996,1019.84,1.209803697119718,-54.693443103800725
212431,212.431,20.52,293.66999999999996,1019.81,1.2097681090755996,-54.4451086156818
212575,212.575,20.51,293.65999999999997,1019.83,1.209833031463287,-54.61066559840112
212718,212.718,20.5,293.65,1019.81,1.2098505043154482,-54.4451086156818
212860,212.86,20.5,293.65,1019.81,1.2098505043154482,-54.4451086156818
213004,213.004,20.49,293.64,1019.81,1.209891706144365,-54.4451086156818
213147,213.147,20.48,293.63,1019.81,1.209932910779659,-54.4451086156818
213290,213.29,20.47,293.62,1019.81,1.2099741182216175,-54.4451086156818
213434,213.434,20.47,293.62,1019.8,1.2099622535201708,-54.362329138342396
213621,213.621,20.45,293.59999999999997,1019.8,1.210044676017005,-54.362329138342396
213765,213.765,20.44,293.59,1019.79,1.2100740255627025,-54.2795490036602
213908,213.908,20.44,293.59,1019.79,1.2100740255627025,-54.2795490036602
214051,214.051,20.45,293.59999999999997,1019.8,1.210044676017005,-54.362329138342396
214194,214.194,20.45,293.59999999999997,1019.82,1.2100684070363423,-54.52788743570794
214337,214.337,20.45,293.59999999999997,1019.78,1.2100209449976673,-54.19676821162536
214480,214.48,20.45,293.59999999999997,1019.79,1.2100328105073361,-54.2795490036602
214624,214.624,20.45,293.59999999999997,1019.81,1.2100565415266735,-54.4451086156818
214767,214.767,20.46,293.60999999999996,1019.82,1.2100271935760705,-54.52788743570794
214910,214.91,20.46,293.60999999999996,1019.82,1.2100271935760705,-54.52788743570794
215054,215.054,20.47,293.62,1019.8,1.2099622535201708,-54.362329138342396
215196,215.196,20.47,293.62,1019.79,1.2099503888187244,-54.2795490036602
215339,215.339,20.47,293.62,1019.82,1.2099859829230641,-54.52788743570794
215483,215.483,20.47,293.62,1019.81,1.2099741182216175,-54.4451086156818
215626,215.626,20.47,293.62,1019.82,1.2099859829230641,-54.52788743570794
215777,215.777,20.47,293.62,1019.81,1.2099741182216175,-54.4451086156818
215920,215.92,20.47,293.62,1019.79,1.2099503888187244,-54.2795490036602
216062,216.062,20.48,293.63,1019.79,1.2099091821849055,-54.2795490036602
216206,216.206,20.47,293.62,1019.79,1.2099503888187244,-54.2795490036602
216349,216.349,20.47,293.62,1019.76,1.2099147947143847,-54.031204655468244
216492,216.492,20.47,293.62,1019.8,1.2099622535201708,-54.362329138342396
216670,216.67,20.47,293.62,1019.82,1.2099859829230641,-54.52788743570794
216813,216.813,20.46,293.60999999999996,1019.81,1.2100153284705266,-54.4451086156818
216956,216.956,20.46,293.60999999999996,1019.82,1.2100271935760705,-54.52788743570794
217099,217.099,20.46,293.60999999999996,1019.79,1.209991598259439,-54.2795490036602
217242,217.242,20.46,293.60999999999996,1019.82,1.2100271935760705,-54.52788743570794
217385,217.385,20.46,293.60999999999996,1019.82,1.2100271935760705,-54.52788743570794
217529,217.529,20.46,293.60999999999996,1019.81,1.2100153284705266,-54.4451086156818
217672,217.672,20.46,293.60999999999996,1019.8,1.2100034633649828,-54.362329138342396
217815,217.815,20.46,293.60999999999996,1019.81,1.2100153284705266,-54.4451086156818
217959,217.959,20.46,293.60999999999996,1019.82,1.2100271935760705,-54.52788743570794
218108,218.108,20.46,293.60999999999996,1019.79,1.209991598259439,-54.2795490036602
218252,218.252,20.46,293.60999999999996,1019.79,1.209991598259439,-54.2795490036602
218395,218.395,20.47,293.62,1019.81,1.2099741182216175,-54.4451086156818
218538,218.538,20.47,293.62,1019.81,1.2099741182216175,-54.4451086156818
218682,218.682,20.47,293.62,1019.81,1.2099741182216175,-54.4451086156818
218825,218.825,20.47,293.62,1019.83,1.2099978476245106,-54.61066559840112
218967,218.967,20.47,293.62,1019.83,1.2099978476245106,-54.61066559840112
219111,219.111,20.47,293.62,1019.79,1.2099503888187244,-54.2795490036602
219254,219.254,20.46,293.60999999999996,1019.82,1.2100271935760705,-54.52788743570794
219398,219.398,20.46,293.60999999999996,1019.79,1.209991598259439,-54.2795490036602
219541,219.541,20.46,293.60999999999996,1019.8,1.2100034633649828,-54.362329138342396
219684,219.684,20.45,293.59999999999997,1019.82,1.2100684070363423,-54.52788743570794
219828,219.828,20.45,293.59999999999997,1019.8,1.210044676017005,-54.362329138342396
219970,219.97,20.45,293.59999999999997,1019.8,1.210044676017005,-54.362329138342396
220113,220.113,20.45,293.59999999999997,1019.79,1.2100328105073361,-54.2795490036602
220264,220.264,20.45,293.59999999999997,1019.79,1.2100328105073361,-54.2795490036602
220407,220.407,20.45,293.59999999999997,1019.82,1.2100684070363423,-54.52788743570794
220551,220.551,20.45,293.59999999999997,1019.8,1.210044676017005,-54.362329138342396
220694,220.694,20.45,293.59999999999997,1019.83,1.2100802725460111,-54.61066559840112
220836,220.836,20.45,293.59999999999997,1019.79,1.2100328105073361,-54.2795490036602
220980,220.98,20.45,293.59999999999997,1019.81,1.2100565415266735,-54.4451086156818
221123,221.123,20.46,293.60999999999996,1019.79,1.209991598259439,-54.2795490036602
221266,221.266,20.49,293.64,1019.8,1.2098798422510306,-54.362329138342396
221410,221.41,20.53,293.67999999999995,1019.81,1.2097269156640948,-54.4451086156818
221587,221.587,20.58,293.72999999999996,1019.81,1.2095209906793019,-54.4451086156818
221730,221.73,20.6,293.75,1019.82,1.209450499764664,-54.52788743570794
221874,221.874,20.65,293.79999999999995,1019.82,1.2092446708845135,-54.52788743570794
222016,222.016,20.68,293.83,1019.8,1.2090974947370676,-54.362329138342396
222159,222.159,20.71,293.85999999999996,1019.81,1.208985913673965,-54.4451086156818
222303,222.303,20.72,293.87,1019.8,1.2089329189049325,-54.362329138342396
222453,222.453,20.73,293.88,1019.81,1.208903636151597,-54.4451086156818
222597,222.597,20.75,293.9,1019.78,1.2087858096336004,-54.19676821162536
222740,222.74,20.77,293.91999999999996,1019.81,1.2087391146986641,-54.4451086156818
222882,222.882,20.8,293.95,1019.81,1.2086157529927923,-54.4451086156818
223026,223.026,20.84,293.98999999999995,1019.79,1.2084276103437324,-54.2795490036602
223169,223.169,20.86,294.01,1019.78,1.2083335582167787,-54.19676821162536
223312,223.312,20.88,294.03,1019.81,1.2082869115132175,-54.4451086156818
223456,223.456,20.89,294.03999999999996,1019.79,1.2082221234014212,-54.2795490036602
223599,223.599,20.92,294.07,1019.77,1.2080751716859128,-54.113986762228045
223742,223.742,20.93,294.08,1019.79,1.208057784157215,-54.2795490036602
223885,223.885,20.91,294.06,1019.79,1.2081399481906883,-54.2795490036602
224028,224.028,20.9,294.04999999999995,1019.81,1.2082047291012799,-54.4451086156818
224171,224.171,20.88,294.03,1019.81,1.2082869115132175,-54.4451086156818
224315,224.315,20.86,294.01,1019.78,1.2083335582167787,-54.19676821162536
224458,224.458,20.84,293.98999999999995,1019.81,1.2084513098820755,-54.4451086156818
224609,224.609,20.83,293.97999999999996,1019.83,1.2085161168089966,-54.61066559840112
224751,224.751,20.83,293.97999999999996,1019.79,1.2084687161199874,-54.2795490036602
